sample,dina_aar,gdina_aar,npc_aar,gnpc_aar,mlp_aar,ann_aar,qnet_aar
100.0,0.8483999999999998,0.8131999999999999,0.8578499999999998,0.84615,0.8909499999999999,0.8956,0.90305
200.0,0.8699499999999999,0.8323499999999999,0.8586500000000001,0.8496499999999999,0.8803000000000001,0.88425,0.89725
300.0,0.8736499999999999,0.8449500000000001,0.8575000000000002,0.8522999999999998,0.8766999999999999,0.8804000000000001,0.8885
500.0,0.8932500000000001,0.8585,0.86,0.8549999999999999,0.87835,0.88135,0.8903500000000001
