sample,dina_aar,gdina_aar,npc_aar,gnpc_aar,mlp_aar,ann_aar,qnet_aar
100.0,0.7838,0.9824000000000002,0.7518,0.9579999999999999,0.9978999999999998,0.9973000000000001,0.9969999999999999
200.0,0.7651000000000001,0.9866999999999999,0.7556499999999999,0.9714,0.9947500000000001,0.99655,0.99685
300.0,0.7276000000000001,0.9890000000000001,0.7522500000000001,0.9785999999999999,0.9929999999999998,0.99465,0.9962500000000001
500.0,0.7515000000000001,0.99135,0.7548000000000001,0.9835499999999998,0.9935999999999998,0.9952,0.99655
