sample,dina_aar,gdina_aar,npc_aar,gnpc_aar,mlp_aar,ann_aar,qnet_aar
100.0,0.9352,0.8815,0.8499000000000001,0.8567,0.9560000000000001,0.9553999999999998,0.9787999999999999
200.0,0.9564,0.8855999999999999,0.8503000000000001,0.8284999999999998,0.9623999999999999,0.9632,0.9728999999999999
300.0,0.9690000000000001,0.8732000000000001,0.8446,0.8309000000000001,0.9692000000000001,0.9704,0.9754999999999999
500.0,1.0,0.8960000000000001,0.8467,0.8169000000000001,0.9652999999999998,0.9689,0.9718000000000002
