,MLP_Tran_loss,ANN_Tran_loss,Dual Q-Net_Tran_loss,MLP_Train_AAR,ANN_Train_AAR,Dual Q-Net_Train_AAR,MLP_Train_PAR,ANN_Train_PAR,Dual Q-Net_Train_PAR,MLP_Val_loss,ANN_Val_loss,Dual Q-Net_Val_loss,MLP_Val_AAR,ANN_Val_AAR,Dual Q-Net_Val_AAR,MLP_Val_PAR,ANN_Val_PAR,Dual Q-Net_Val_PAR
85,0.073,0.16,0.04,1.0,0.875,1.0,1.0,0.625,1.0,0.095,0.181,0.071,0.937,0.76,0.9,0.87,0.35,0.81
86,0.072,0.159,0.039,1.0,0.875,1.0,1.0,0.625,1.0,0.095,0.18,0.07,0.937,0.757,0.91,0.87,0.34,0.81
87,0.071,0.158,0.038,1.0,0.875,1.0,1.0,0.625,1.0,0.094,0.18,0.069,0.937,0.757,0.91,0.87,0.34,0.81
88,0.071,0.157,0.037,1.0,0.875,1.0,1.0,0.625,1.0,0.094,0.179,0.068,0.937,0.757,0.91,0.87,0.34,0.81
89,0.07,0.156,0.036,1.0,0.875,1.0,1.0,0.625,1.0,0.093,0.178,0.067,0.937,0.757,0.917,0.87,0.34,0.81
90,0.07,0.155,0.035,1.0,0.875,1.0,1.0,0.625,1.0,0.093,0.178,0.066,0.937,0.757,0.917,0.87,0.34,0.81
91,0.069,0.154,0.034,1.0,0.875,1.0,1.0,0.625,1.0,0.093,0.177,0.066,0.937,0.757,0.92,0.87,0.34,0.82
92,0.068,0.154,0.033,1.0,0.875,1.0,1.0,0.625,1.0,0.092,0.177,0.065,0.937,0.757,0.923,0.87,0.34,0.83
93,0.068,0.153,0.032,1.0,0.875,1.0,1.0,0.625,1.0,0.092,0.176,0.064,0.937,0.757,0.923,0.87,0.34,0.83
94,0.067,0.152,0.031,1.0,0.875,1.0,1.0,0.625,1.0,0.091,0.175,0.064,0.937,0.757,0.923,0.87,0.34,0.83
95,0.067,0.151,0.03,1.0,0.875,1.0,1.0,0.625,1.0,0.091,0.175,0.063,0.937,0.757,0.927,0.87,0.34,0.84
96,0.066,0.15,0.029,1.0,0.875,1.0,1.0,0.625,1.0,0.091,0.174,0.062,0.937,0.757,0.927,0.87,0.34,0.84
97,0.066,0.149,0.028,1.0,0.875,1.0,1.0,0.625,1.0,0.09,0.174,0.061,0.937,0.757,0.927,0.87,0.34,0.84
98,0.065,0.148,0.027,1.0,0.875,1.0,1.0,0.625,1.0,0.09,0.173,0.061,0.937,0.757,0.927,0.87,0.34,0.84
99,0.065,0.148,0.027,1.0,0.875,1.0,1.0,0.625,1.0,0.09,0.173,0.06,0.937,0.757,0.933,0.87,0.34,0.86
100,0.064,0.147,0.026,1.0,0.875,1.0,1.0,0.625,1.0,0.089,0.172,0.059,0.937,0.757,0.933,0.87,0.34,0.86
101,0.064,0.146,0.025,1.0,0.875,1.0,1.0,0.625,1.0,0.089,0.171,0.059,0.937,0.757,0.933,0.87,0.34,0.86
102,0.063,0.145,0.024,1.0,0.875,1.0,1.0,0.625,1.0,0.089,0.171,0.058,0.937,0.757,0.933,0.87,0.34,0.86
103,0.063,0.145,0.024,1.0,0.875,1.0,1.0,0.625,1.0,0.088,0.17,0.057,0.937,0.757,0.933,0.87,0.34,0.86
104,0.062,0.144,0.023,1.0,0.875,1.0,1.0,0.625,1.0,0.088,0.17,0.057,0.937,0.757,0.933,0.87,0.34,0.86
105,0.062,0.143,0.022,1.0,0.875,1.0,1.0,0.625,1.0,0.088,0.169,0.056,0.937,0.753,0.933,0.87,0.34,0.86
106,0.061,0.142,0.022,1.0,0.875,1.0,1.0,0.625,1.0,0.087,0.169,0.056,0.937,0.753,0.933,0.87,0.34,0.86
107,0.061,0.142,0.021,1.0,0.875,1.0,1.0,0.625,1.0,0.087,0.168,0.055,0.937,0.757,0.933,0.87,0.34,0.86
108,0.06,0.141,0.02,1.0,0.875,1.0,1.0,0.625,1.0,0.087,0.167,0.055,0.937,0.757,0.933,0.87,0.34,0.86
109,0.06,0.14,0.02,1.0,0.875,1.0,1.0,0.625,1.0,0.086,0.167,0.054,0.937,0.757,0.933,0.87,0.34,0.86
110,0.059,0.139,0.019,1.0,0.875,1.0,1.0,0.625,1.0,0.086,0.166,0.053,0.937,0.757,0.937,0.87,0.34,0.87
111,0.059,0.139,0.019,1.0,0.875,1.0,1.0,0.625,1.0,0.086,0.166,0.053,0.937,0.757,0.94,0.87,0.34,0.87
112,0.059,0.138,0.018,1.0,0.875,1.0,1.0,0.625,1.0,0.086,0.165,0.053,0.937,0.76,0.94,0.87,0.34,0.87
113,0.058,0.137,0.018,1.0,0.875,1.0,1.0,0.625,1.0,0.085,0.165,0.052,0.937,0.76,0.94,0.87,0.34,0.87
114,0.058,0.137,0.017,1.0,0.875,1.0,1.0,0.625,1.0,0.085,0.164,0.052,0.937,0.76,0.94,0.87,0.34,0.87
115,0.057,0.136,0.017,1.0,0.875,1.0,1.0,0.625,1.0,0.085,0.164,0.051,0.937,0.76,0.94,0.87,0.34,0.87
116,0.057,0.135,0.016,1.0,0.917,1.0,1.0,0.75,1.0,0.084,0.163,0.051,0.937,0.8,0.94,0.87,0.46,0.87
117,0.056,0.135,0.016,1.0,0.917,1.0,1.0,0.75,1.0,0.084,0.162,0.05,0.937,0.8,0.94,0.87,0.46,0.87
118,0.056,0.134,0.016,1.0,0.917,1.0,1.0,0.75,1.0,0.084,0.162,0.05,0.937,0.8,0.94,0.87,0.46,0.87
119,0.056,0.133,0.015,1.0,0.917,1.0,1.0,0.75,1.0,0.084,0.161,0.049,0.937,0.8,0.95,0.87,0.46,0.9
120,0.055,0.133,0.015,1.0,0.917,1.0,1.0,0.75,1.0,0.083,0.161,0.049,0.937,0.8,0.95,0.87,0.46,0.9
121,0.055,0.132,0.014,1.0,0.917,1.0,1.0,0.75,1.0,0.083,0.16,0.049,0.937,0.8,0.95,0.87,0.46,0.9
122,0.055,0.131,0.014,1.0,0.917,1.0,1.0,0.75,1.0,0.083,0.16,0.048,0.937,0.803,0.95,0.87,0.47,0.9
123,0.054,0.131,0.014,1.0,0.917,1.0,1.0,0.75,1.0,0.083,0.159,0.048,0.937,0.803,0.95,0.87,0.47,0.9
124,0.054,0.13,0.013,1.0,0.917,1.0,1.0,0.75,1.0,0.082,0.158,0.048,0.937,0.807,0.947,0.87,0.48,0.89
125,0.053,0.13,0.013,1.0,0.917,1.0,1.0,0.75,1.0,0.082,0.158,0.047,0.937,0.807,0.947,0.87,0.48,0.89
126,0.053,0.129,0.013,1.0,0.917,1.0,1.0,0.75,1.0,0.082,0.157,0.047,0.937,0.807,0.947,0.87,0.48,0.89
127,0.053,0.128,0.012,1.0,0.917,1.0,1.0,0.75,1.0,0.082,0.157,0.046,0.937,0.807,0.947,0.87,0.48,0.89
128,0.052,0.128,0.012,1.0,0.917,1.0,1.0,0.75,1.0,0.081,0.156,0.046,0.937,0.807,0.947,0.87,0.48,0.89
129,0.052,0.127,0.012,1.0,0.917,1.0,1.0,0.75,1.0,0.081,0.156,0.046,0.937,0.807,0.947,0.87,0.48,0.89
130,0.052,0.126,0.012,1.0,0.917,1.0,1.0,0.75,1.0,0.081,0.155,0.046,0.937,0.807,0.947,0.87,0.48,0.89
131,0.051,0.126,0.011,1.0,0.917,1.0,1.0,0.75,1.0,0.081,0.154,0.045,0.937,0.807,0.947,0.87,0.48,0.89
132,0.051,0.125,0.011,1.0,0.917,1.0,1.0,0.75,1.0,0.081,0.154,0.045,0.937,0.807,0.947,0.87,0.48,0.89
133,0.051,0.125,0.011,1.0,0.917,1.0,1.0,0.75,1.0,0.08,0.153,0.045,0.937,0.807,0.947,0.87,0.48,0.89
134,0.05,0.124,0.011,1.0,0.917,1.0,1.0,0.75,1.0,0.08,0.153,0.044,0.937,0.817,0.947,0.87,0.51,0.89
135,0.05,0.123,0.01,1.0,0.917,1.0,1.0,0.75,1.0,0.08,0.152,0.044,0.937,0.817,0.947,0.87,0.51,0.89
136,0.05,0.123,0.01,1.0,0.917,1.0,1.0,0.75,1.0,0.08,0.151,0.044,0.937,0.82,0.947,0.87,0.52,0.89
137,0.049,0.122,0.01,1.0,0.917,1.0,1.0,0.75,1.0,0.08,0.151,0.044,0.937,0.82,0.947,0.87,0.52,0.89
138,0.049,0.122,0.01,1.0,0.917,1.0,1.0,0.75,1.0,0.079,0.15,0.043,0.937,0.82,0.947,0.87,0.52,0.89
139,0.049,0.121,0.009,1.0,0.917,1.0,1.0,0.75,1.0,0.079,0.149,0.043,0.937,0.82,0.947,0.87,0.52,0.89
140,0.049,0.12,0.009,1.0,0.917,1.0,1.0,0.75,1.0,0.079,0.149,0.043,0.937,0.82,0.947,0.87,0.52,0.89
141,0.048,0.12,0.009,1.0,0.917,1.0,1.0,0.75,1.0,0.079,0.148,0.043,0.937,0.82,0.947,0.87,0.52,0.89
142,0.048,0.119,0.009,1.0,0.917,1.0,1.0,0.75,1.0,0.079,0.148,0.042,0.937,0.82,0.947,0.87,0.52,0.89
143,0.048,0.119,0.009,1.0,0.917,1.0,1.0,0.75,1.0,0.078,0.147,0.042,0.937,0.82,0.947,0.87,0.52,0.89
144,0.047,0.118,0.009,1.0,0.917,1.0,1.0,0.75,1.0,0.078,0.146,0.042,0.937,0.82,0.947,0.87,0.52,0.89
145,0.047,0.117,0.008,1.0,0.917,1.0,1.0,0.75,1.0,0.078,0.146,0.042,0.937,0.823,0.947,0.87,0.53,0.89
146,0.047,0.117,0.008,1.0,0.917,1.0,1.0,0.75,1.0,0.078,0.145,0.041,0.937,0.837,0.947,0.87,0.57,0.89
147,0.046,0.116,0.008,1.0,0.917,1.0,1.0,0.75,1.0,0.078,0.144,0.041,0.937,0.837,0.947,0.87,0.57,0.89
148,0.046,0.116,0.008,1.0,0.917,1.0,1.0,0.75,1.0,0.077,0.144,0.041,0.937,0.833,0.947,0.87,0.57,0.89
149,0.046,0.115,0.008,1.0,0.917,1.0,1.0,0.75,1.0,0.077,0.143,0.041,0.937,0.833,0.947,0.87,0.57,0.89
150,0.046,0.114,0.008,1.0,0.917,1.0,1.0,0.75,1.0,0.077,0.143,0.041,0.937,0.833,0.947,0.87,0.57,0.89
151,0.045,0.114,0.007,1.0,0.917,1.0,1.0,0.75,1.0,0.077,0.142,0.04,0.937,0.833,0.947,0.87,0.57,0.89
152,0.045,0.113,0.007,1.0,0.917,1.0,1.0,0.75,1.0,0.077,0.141,0.04,0.927,0.837,0.947,0.84,0.58,0.89
153,0.045,0.113,0.007,1.0,0.958,1.0,1.0,0.875,1.0,0.077,0.141,0.04,0.927,0.867,0.947,0.84,0.67,0.89
154,0.045,0.112,0.007,1.0,0.958,1.0,1.0,0.875,1.0,0.076,0.14,0.04,0.927,0.867,0.95,0.84,0.67,0.89
155,0.044,0.111,0.007,1.0,0.958,1.0,1.0,0.875,1.0,0.076,0.14,0.04,0.927,0.867,0.95,0.84,0.67,0.89
156,0.044,0.111,0.007,1.0,0.958,1.0,1.0,0.875,1.0,0.076,0.139,0.039,0.927,0.867,0.95,0.84,0.67,0.89
157,0.044,0.11,0.007,1.0,0.958,1.0,1.0,0.875,1.0,0.076,0.139,0.039,0.927,0.867,0.95,0.84,0.67,0.89
158,0.044,0.11,0.007,1.0,0.958,1.0,1.0,0.875,1.0,0.076,0.138,0.039,0.927,0.867,0.95,0.84,0.67,0.89
159,0.043,0.109,0.006,1.0,0.958,1.0,1.0,0.875,1.0,0.076,0.137,0.039,0.927,0.87,0.953,0.84,0.68,0.9
160,0.043,0.108,0.006,1.0,0.958,1.0,1.0,0.875,1.0,0.075,0.137,0.039,0.927,0.87,0.953,0.84,0.68,0.9
161,0.043,0.108,0.006,1.0,0.958,1.0,1.0,0.875,1.0,0.075,0.136,0.039,0.927,0.87,0.953,0.84,0.68,0.9
162,0.043,0.107,0.006,1.0,0.958,1.0,1.0,0.875,1.0,0.075,0.136,0.038,0.927,0.873,0.953,0.84,0.69,0.9
163,0.042,0.107,0.006,1.0,0.958,1.0,1.0,0.875,1.0,0.075,0.135,0.038,0.927,0.873,0.953,0.84,0.69,0.9
164,0.042,0.106,0.006,1.0,0.958,1.0,1.0,0.875,1.0,0.075,0.135,0.038,0.927,0.873,0.953,0.84,0.69,0.9
165,0.042,0.105,0.006,1.0,0.958,1.0,1.0,0.875,1.0,0.075,0.134,0.038,0.927,0.873,0.953,0.84,0.69,0.9
166,0.042,0.105,0.006,1.0,0.958,1.0,1.0,0.875,1.0,0.074,0.133,0.038,0.927,0.873,0.953,0.84,0.69,0.9
167,0.041,0.104,0.006,1.0,0.958,1.0,1.0,0.875,1.0,0.074,0.133,0.038,0.927,0.873,0.953,0.84,0.69,0.9
168,0.041,0.103,0.006,1.0,0.958,1.0,1.0,0.875,1.0,0.074,0.132,0.037,0.927,0.873,0.953,0.84,0.69,0.9
169,0.041,0.103,0.006,1.0,0.958,1.0,1.0,0.875,1.0,0.074,0.132,0.037,0.927,0.877,0.953,0.84,0.7,0.9
170,0.041,0.102,0.005,1.0,0.958,1.0,1.0,0.875,1.0,0.074,0.131,0.037,0.927,0.877,0.953,0.84,0.7,0.9
171,0.041,0.102,0.005,1.0,0.958,1.0,1.0,0.875,1.0,0.074,0.131,0.037,0.927,0.877,0.953,0.84,0.7,0.9
172,0.04,0.101,0.005,1.0,0.958,1.0,1.0,0.875,1.0,0.074,0.13,0.037,0.927,0.877,0.953,0.84,0.7,0.9
173,0.04,0.1,0.005,1.0,0.958,1.0,1.0,0.875,1.0,0.073,0.129,0.037,0.927,0.87,0.953,0.84,0.69,0.9
174,0.04,0.1,0.005,1.0,0.958,1.0,1.0,0.875,1.0,0.073,0.129,0.037,0.927,0.87,0.953,0.84,0.69,0.9
175,0.04,0.099,0.005,1.0,0.958,1.0,1.0,0.875,1.0,0.073,0.128,0.036,0.927,0.87,0.953,0.84,0.69,0.9
176,0.04,0.099,0.005,1.0,0.958,1.0,1.0,0.875,1.0,0.073,0.128,0.036,0.927,0.877,0.953,0.84,0.71,0.9
177,0.039,0.098,0.005,1.0,0.958,1.0,1.0,0.875,1.0,0.073,0.127,0.036,0.927,0.877,0.953,0.84,0.71,0.9
178,0.039,0.097,0.005,1.0,0.958,1.0,1.0,0.875,1.0,0.073,0.127,0.036,0.927,0.88,0.953,0.84,0.72,0.9
179,0.039,0.097,0.005,1.0,0.958,1.0,1.0,0.875,1.0,0.073,0.126,0.036,0.927,0.88,0.953,0.84,0.72,0.9
180,0.039,0.096,0.005,1.0,0.958,1.0,1.0,0.875,1.0,0.072,0.126,0.036,0.927,0.887,0.953,0.84,0.74,0.9
181,0.039,0.095,0.005,1.0,0.958,1.0,1.0,0.875,1.0,0.072,0.125,0.036,0.927,0.887,0.953,0.84,0.74,0.9
182,0.038,0.095,0.005,1.0,0.958,1.0,1.0,0.875,1.0,0.072,0.125,0.035,0.927,0.89,0.953,0.84,0.74,0.9
