,MLP_Tran_loss,ANN_Tran_loss,Dual Q-Net_Tran_loss,MLP_Train_AAR,ANN_Train_AAR,Dual Q-Net_Train_AAR,MLP_Train_PAR,ANN_Train_PAR,Dual Q-Net_Train_PAR,MLP_Val_loss,ANN_Val_loss,Dual Q-Net_Val_loss,MLP_Val_AAR,ANN_Val_AAR,Dual Q-Net_Val_AAR,MLP_Val_PAR,ANN_Val_PAR,Dual Q-Net_Val_PAR
183,0.038,0.094,0.004,1.0,0.958,1.0,1.0,0.875,1.0,0.072,0.124,0.035,0.927,0.89,0.953,0.84,0.74,0.9
184,0.038,0.094,0.004,1.0,0.958,1.0,1.0,0.875,1.0,0.072,0.123,0.035,0.927,0.89,0.953,0.84,0.74,0.9
185,0.038,0.093,0.004,1.0,0.958,1.0,1.0,0.875,1.0,0.072,0.123,0.035,0.927,0.89,0.953,0.84,0.74,0.9
186,0.038,0.092,0.004,1.0,0.958,1.0,1.0,0.875,1.0,0.072,0.122,0.035,0.927,0.89,0.957,0.84,0.74,0.91
187,0.037,0.092,0.004,1.0,0.958,1.0,1.0,0.875,1.0,0.071,0.122,0.035,0.927,0.89,0.957,0.84,0.74,0.91
188,0.037,0.091,0.004,1.0,0.958,1.0,1.0,0.875,1.0,0.071,0.121,0.035,0.927,0.89,0.957,0.84,0.74,0.91
189,0.037,0.09,0.004,1.0,0.958,1.0,1.0,0.875,1.0,0.071,0.121,0.035,0.927,0.89,0.957,0.84,0.74,0.91
190,0.037,0.09,0.004,1.0,0.958,1.0,1.0,0.875,1.0,0.071,0.12,0.035,0.927,0.893,0.957,0.84,0.75,0.91
191,0.037,0.089,0.004,1.0,0.958,1.0,1.0,0.875,1.0,0.071,0.12,0.034,0.927,0.893,0.957,0.84,0.75,0.91
192,0.036,0.089,0.004,1.0,0.958,1.0,1.0,0.875,1.0,0.071,0.119,0.034,0.927,0.893,0.957,0.84,0.75,0.91
193,0.036,0.088,0.004,1.0,0.958,1.0,1.0,0.875,1.0,0.071,0.118,0.034,0.927,0.893,0.957,0.84,0.75,0.91
194,0.036,0.087,0.004,1.0,0.958,1.0,1.0,0.875,1.0,0.071,0.118,0.034,0.927,0.893,0.957,0.84,0.75,0.91
195,0.036,0.087,0.004,1.0,0.958,1.0,1.0,0.875,1.0,0.07,0.117,0.034,0.927,0.9,0.957,0.84,0.77,0.91
196,0.036,0.086,0.004,1.0,0.958,1.0,1.0,0.875,1.0,0.07,0.117,0.034,0.927,0.9,0.957,0.84,0.77,0.91
197,0.036,0.085,0.004,1.0,0.958,1.0,1.0,0.875,1.0,0.07,0.116,0.034,0.927,0.9,0.957,0.84,0.77,0.91
198,0.035,0.085,0.004,1.0,0.958,1.0,1.0,0.875,1.0,0.07,0.116,0.034,0.927,0.9,0.957,0.84,0.77,0.91
199,0.035,0.084,0.004,1.0,0.958,1.0,1.0,0.875,1.0,0.07,0.115,0.034,0.927,0.9,0.957,0.84,0.77,0.91
200,0.035,0.084,0.004,1.0,0.958,1.0,1.0,0.875,1.0,0.07,0.115,0.034,0.927,0.91,0.957,0.84,0.8,0.91
201,0.035,0.083,0.004,1.0,0.958,1.0,1.0,0.875,1.0,0.07,0.114,0.033,0.927,0.91,0.957,0.84,0.8,0.91
202,0.035,0.082,0.004,1.0,0.958,1.0,1.0,0.875,1.0,0.07,0.113,0.033,0.927,0.917,0.957,0.84,0.82,0.91
203,0.035,0.082,0.003,1.0,0.958,1.0,1.0,0.875,1.0,0.07,0.113,0.033,0.927,0.917,0.957,0.84,0.82,0.91
204,0.034,0.081,0.003,1.0,0.958,1.0,1.0,0.875,1.0,0.069,0.112,0.033,0.927,0.917,0.957,0.84,0.82,0.91
205,0.034,0.081,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.069,0.112,0.033,0.927,0.923,0.957,0.84,0.83,0.91
206,0.034,0.08,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.069,0.111,0.033,0.927,0.923,0.957,0.84,0.83,0.91
207,0.034,0.079,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.069,0.111,0.033,0.927,0.923,0.957,0.84,0.83,0.91
208,0.034,0.079,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.069,0.11,0.033,0.93,0.923,0.957,0.85,0.83,0.91
209,0.034,0.078,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.069,0.11,0.033,0.93,0.923,0.96,0.85,0.83,0.92
210,0.034,0.078,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.069,0.109,0.033,0.93,0.923,0.96,0.85,0.83,0.92
211,0.033,0.077,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.069,0.108,0.033,0.93,0.923,0.96,0.85,0.83,0.92
212,0.033,0.076,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.068,0.108,0.032,0.93,0.923,0.96,0.85,0.83,0.92
213,0.033,0.076,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.068,0.107,0.032,0.93,0.927,0.96,0.85,0.84,0.92
214,0.033,0.075,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.068,0.107,0.032,0.93,0.927,0.96,0.85,0.84,0.92
215,0.033,0.075,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.068,0.106,0.032,0.93,0.927,0.96,0.85,0.84,0.92
216,0.033,0.074,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.068,0.106,0.032,0.93,0.927,0.96,0.85,0.84,0.92
217,0.032,0.074,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.068,0.105,0.032,0.93,0.927,0.96,0.85,0.84,0.92
218,0.032,0.073,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.068,0.105,0.032,0.93,0.927,0.96,0.85,0.84,0.92
219,0.032,0.072,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.068,0.104,0.032,0.93,0.927,0.96,0.85,0.84,0.92
220,0.032,0.072,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.068,0.103,0.032,0.93,0.933,0.96,0.85,0.86,0.92
221,0.032,0.071,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.068,0.103,0.032,0.93,0.933,0.96,0.85,0.86,0.92
222,0.032,0.071,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.067,0.102,0.032,0.93,0.933,0.96,0.85,0.86,0.92
223,0.032,0.07,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.067,0.102,0.032,0.93,0.933,0.96,0.85,0.86,0.92
224,0.031,0.07,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.067,0.101,0.032,0.93,0.927,0.96,0.85,0.84,0.92
225,0.031,0.069,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.067,0.101,0.031,0.93,0.927,0.96,0.85,0.84,0.92
226,0.031,0.069,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.067,0.1,0.031,0.93,0.927,0.96,0.85,0.84,0.92
227,0.031,0.068,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.067,0.1,0.031,0.93,0.927,0.96,0.85,0.84,0.92
228,0.031,0.068,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.067,0.099,0.031,0.93,0.927,0.96,0.85,0.84,0.92
229,0.031,0.067,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.067,0.099,0.031,0.93,0.927,0.96,0.85,0.84,0.92
230,0.031,0.067,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.067,0.098,0.031,0.93,0.927,0.96,0.85,0.84,0.92
231,0.031,0.066,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.067,0.098,0.031,0.93,0.927,0.96,0.85,0.84,0.92
232,0.03,0.066,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.066,0.097,0.031,0.93,0.927,0.96,0.85,0.84,0.92
233,0.03,0.065,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.066,0.097,0.031,0.93,0.927,0.96,0.85,0.84,0.92
234,0.03,0.065,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.066,0.096,0.031,0.93,0.927,0.96,0.85,0.84,0.92
235,0.03,0.064,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.066,0.096,0.031,0.93,0.927,0.96,0.85,0.84,0.92
236,0.03,0.064,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.066,0.095,0.031,0.93,0.927,0.96,0.85,0.84,0.92
237,0.03,0.063,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.066,0.095,0.031,0.93,0.927,0.96,0.85,0.84,0.92
238,0.03,0.063,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.066,0.094,0.031,0.93,0.927,0.96,0.85,0.84,0.92
239,0.03,0.062,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.066,0.094,0.03,0.93,0.927,0.96,0.85,0.84,0.92
240,0.029,0.062,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.066,0.094,0.03,0.93,0.927,0.96,0.85,0.84,0.92
241,0.029,0.061,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.066,0.093,0.03,0.93,0.927,0.96,0.85,0.84,0.92
242,0.029,0.061,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.065,0.093,0.03,0.93,0.927,0.96,0.85,0.84,0.92
243,0.029,0.061,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.065,0.092,0.03,0.93,0.927,0.96,0.85,0.84,0.92
244,0.029,0.06,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.065,0.092,0.03,0.93,0.93,0.96,0.85,0.85,0.92
245,0.029,0.06,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.065,0.091,0.03,0.93,0.93,0.963,0.85,0.85,0.92
246,0.029,0.059,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.065,0.091,0.03,0.93,0.93,0.963,0.85,0.85,0.92
247,0.029,0.059,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.065,0.09,0.03,0.93,0.93,0.963,0.85,0.85,0.92
248,0.028,0.058,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.065,0.09,0.03,0.93,0.93,0.963,0.85,0.85,0.92
249,0.028,0.058,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.065,0.09,0.03,0.93,0.93,0.963,0.85,0.85,0.92
250,0.028,0.058,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.065,0.089,0.03,0.93,0.93,0.963,0.85,0.85,0.92
251,0.028,0.057,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.065,0.089,0.03,0.93,0.93,0.963,0.85,0.85,0.92
252,0.028,0.057,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.065,0.088,0.03,0.93,0.93,0.963,0.85,0.85,0.92
253,0.028,0.056,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.064,0.088,0.03,0.93,0.93,0.963,0.85,0.85,0.92
254,0.028,0.056,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.064,0.087,0.03,0.93,0.93,0.963,0.85,0.85,0.92
255,0.028,0.056,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.064,0.087,0.03,0.93,0.933,0.963,0.85,0.86,0.92
256,0.028,0.055,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.064,0.087,0.029,0.93,0.933,0.963,0.85,0.86,0.92
257,0.027,0.055,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.064,0.086,0.029,0.93,0.933,0.963,0.85,0.86,0.92
258,0.027,0.054,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.064,0.086,0.029,0.93,0.937,0.963,0.85,0.86,0.92
259,0.027,0.054,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.064,0.086,0.029,0.93,0.937,0.963,0.85,0.86,0.92
260,0.027,0.054,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.064,0.085,0.029,0.93,0.937,0.963,0.85,0.86,0.92
261,0.027,0.053,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.064,0.085,0.029,0.93,0.937,0.963,0.85,0.86,0.92
262,0.027,0.053,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.064,0.084,0.029,0.93,0.937,0.963,0.85,0.86,0.92
263,0.027,0.052,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.064,0.084,0.029,0.93,0.933,0.963,0.85,0.85,0.92
264,0.027,0.052,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.064,0.084,0.029,0.93,0.933,0.963,0.85,0.85,0.92
265,0.027,0.051,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.063,0.083,0.029,0.93,0.933,0.963,0.85,0.85,0.92
266,0.026,0.051,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.063,0.083,0.029,0.93,0.933,0.963,0.85,0.85,0.92
267,0.026,0.051,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.063,0.083,0.029,0.93,0.933,0.963,0.85,0.85,0.92
268,0.026,0.05,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.063,0.082,0.029,0.93,0.93,0.967,0.85,0.85,0.92
269,0.026,0.05,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.063,0.082,0.029,0.93,0.93,0.967,0.85,0.85,0.92
270,0.026,0.049,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.063,0.082,0.029,0.93,0.93,0.967,0.85,0.85,0.92
271,0.026,0.049,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.063,0.082,0.029,0.93,0.93,0.967,0.85,0.85,0.92
272,0.026,0.049,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.063,0.081,0.029,0.93,0.93,0.967,0.85,0.85,0.92
273,0.026,0.048,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.063,0.081,0.029,0.93,0.93,0.967,0.85,0.85,0.92
274,0.026,0.048,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.063,0.081,0.029,0.93,0.93,0.967,0.85,0.85,0.92
275,0.026,0.047,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.063,0.081,0.029,0.93,0.93,0.967,0.85,0.85,0.92
276,0.025,0.047,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.063,0.081,0.028,0.93,0.93,0.967,0.85,0.85,0.92
277,0.025,0.047,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.062,0.081,0.028,0.93,0.93,0.967,0.85,0.85,0.92
278,0.025,0.046,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.062,0.081,0.028,0.93,0.93,0.967,0.85,0.85,0.92
279,0.025,0.046,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.062,0.08,0.028,0.93,0.93,0.967,0.85,0.85,0.92
280,0.025,0.046,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.062,0.08,0.028,0.93,0.93,0.967,0.85,0.85,0.92
281,0.025,0.045,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.062,0.08,0.028,0.93,0.93,0.967,0.85,0.85,0.92
282,0.025,0.045,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.062,0.08,0.028,0.93,0.923,0.967,0.85,0.82,0.92
283,0.025,0.045,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.062,0.08,0.028,0.93,0.923,0.967,0.85,0.82,0.92
284,0.025,0.044,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.062,0.08,0.028,0.93,0.923,0.967,0.85,0.82,0.92
285,0.025,0.044,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.062,0.08,0.028,0.93,0.923,0.967,0.85,0.82,0.92
286,0.025,0.044,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.062,0.08,0.028,0.93,0.923,0.967,0.85,0.82,0.92
287,0.024,0.043,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.062,0.08,0.028,0.93,0.923,0.967,0.85,0.82,0.92
288,0.024,0.043,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.062,0.08,0.028,0.93,0.923,0.967,0.85,0.82,0.92
289,0.024,0.043,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.062,0.08,0.028,0.93,0.923,0.967,0.85,0.82,0.92
290,0.024,0.043,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.061,0.079,0.028,0.93,0.923,0.967,0.85,0.82,0.92
291,0.024,0.042,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.061,0.079,0.028,0.93,0.923,0.967,0.85,0.82,0.92
292,0.024,0.042,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.061,0.079,0.028,0.93,0.927,0.967,0.85,0.82,0.92
293,0.024,0.042,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.061,0.079,0.028,0.93,0.927,0.967,0.85,0.82,0.92
294,0.024,0.042,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.061,0.078,0.028,0.93,0.927,0.967,0.85,0.82,0.92
295,0.024,0.041,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.061,0.078,0.028,0.93,0.927,0.967,0.85,0.82,0.92
296,0.024,0.041,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.061,0.078,0.028,0.93,0.927,0.967,0.85,0.82,0.92
297,0.024,0.041,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.061,0.077,0.028,0.93,0.927,0.967,0.85,0.82,0.92
298,0.023,0.04,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.061,0.077,0.028,0.93,0.927,0.967,0.85,0.82,0.92
299,0.023,0.04,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.061,0.077,0.027,0.93,0.927,0.967,0.85,0.82,0.92
300,0.023,0.04,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.061,0.077,0.027,0.93,0.927,0.967,0.85,0.82,0.92
301,0.023,0.04,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.061,0.076,0.027,0.93,0.927,0.967,0.85,0.82,0.92
302,0.023,0.04,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.061,0.076,0.027,0.93,0.927,0.967,0.85,0.82,0.92
303,0.023,0.039,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.061,0.076,0.027,0.93,0.927,0.967,0.85,0.82,0.92
304,0.023,0.039,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.075,0.027,0.93,0.927,0.967,0.85,0.82,0.92
305,0.023,0.039,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.075,0.027,0.93,0.93,0.967,0.85,0.82,0.92
306,0.023,0.039,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.075,0.027,0.93,0.93,0.967,0.85,0.82,0.92
307,0.023,0.038,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.075,0.027,0.93,0.93,0.967,0.85,0.82,0.92
308,0.023,0.038,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.075,0.027,0.93,0.93,0.967,0.85,0.82,0.92
309,0.023,0.038,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.074,0.027,0.93,0.937,0.967,0.85,0.84,0.92
310,0.022,0.038,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.074,0.027,0.93,0.937,0.967,0.85,0.84,0.92
311,0.022,0.037,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.074,0.027,0.93,0.937,0.967,0.85,0.84,0.92
312,0.022,0.037,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.074,0.027,0.93,0.933,0.967,0.85,0.84,0.92
313,0.022,0.037,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.074,0.027,0.93,0.933,0.967,0.85,0.84,0.92
314,0.022,0.037,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.074,0.027,0.93,0.93,0.967,0.85,0.83,0.92
315,0.022,0.037,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.074,0.027,0.93,0.93,0.967,0.85,0.83,0.92
316,0.022,0.036,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.074,0.027,0.93,0.93,0.967,0.85,0.83,0.92
317,0.022,0.036,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.073,0.027,0.93,0.93,0.967,0.85,0.83,0.92
318,0.022,0.036,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.059,0.073,0.027,0.93,0.93,0.967,0.85,0.83,0.92
319,0.022,0.036,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.059,0.073,0.027,0.93,0.93,0.967,0.85,0.83,0.92
320,0.022,0.036,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.059,0.073,0.027,0.93,0.93,0.967,0.85,0.83,0.92
321,0.022,0.035,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.059,0.073,0.027,0.93,0.93,0.967,0.85,0.83,0.92
322,0.022,0.035,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.059,0.073,0.027,0.93,0.93,0.967,0.85,0.83,0.92
323,0.021,0.035,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.059,0.073,0.027,0.93,0.93,0.967,0.85,0.83,0.92
324,0.021,0.035,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.059,0.072,0.027,0.93,0.93,0.967,0.85,0.83,0.92
325,0.021,0.035,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.059,0.072,0.027,0.93,0.93,0.967,0.85,0.83,0.92
326,0.021,0.035,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.059,0.072,0.027,0.93,0.93,0.967,0.85,0.83,0.92
327,0.021,0.034,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.059,0.072,0.026,0.93,0.93,0.967,0.85,0.83,0.92
328,0.021,0.034,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.059,0.072,0.026,0.93,0.93,0.967,0.85,0.83,0.92
329,0.021,0.034,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.059,0.072,0.026,0.93,0.93,0.967,0.85,0.83,0.92
330,0.021,0.034,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.059,0.071,0.026,0.93,0.93,0.967,0.85,0.83,0.92
331,0.021,0.034,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.059,0.071,0.026,0.93,0.93,0.967,0.85,0.83,0.92
332,0.021,0.033,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.059,0.071,0.026,0.93,0.93,0.967,0.85,0.83,0.92
333,0.021,0.033,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.059,0.071,0.026,0.93,0.93,0.967,0.85,0.83,0.92
334,0.021,0.033,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.058,0.071,0.026,0.93,0.93,0.967,0.85,0.83,0.92
335,0.021,0.033,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.058,0.071,0.026,0.93,0.93,0.967,0.85,0.83,0.92
336,0.021,0.033,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.058,0.071,0.026,0.93,0.93,0.967,0.85,0.83,0.92
337,0.02,0.033,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.058,0.07,0.026,0.93,0.93,0.967,0.85,0.83,0.92
338,0.02,0.032,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.058,0.07,0.026,0.93,0.93,0.967,0.85,0.83,0.92
339,0.02,0.032,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.058,0.07,0.026,0.93,0.93,0.967,0.85,0.83,0.92
340,0.02,0.032,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.058,0.07,0.026,0.93,0.93,0.967,0.85,0.83,0.92
341,0.02,0.032,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.058,0.07,0.026,0.93,0.93,0.967,0.85,0.83,0.92
342,0.02,0.032,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.058,0.07,0.026,0.94,0.93,0.967,0.88,0.83,0.92
343,0.02,0.032,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.058,0.07,0.026,0.94,0.93,0.967,0.88,0.83,0.92
344,0.02,0.032,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.058,0.07,0.026,0.94,0.93,0.967,0.88,0.83,0.92
345,0.02,0.031,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.058,0.069,0.026,0.94,0.93,0.967,0.88,0.83,0.92
346,0.02,0.031,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.058,0.069,0.026,0.94,0.93,0.967,0.88,0.83,0.92
347,0.02,0.031,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.058,0.069,0.026,0.94,0.93,0.967,0.88,0.83,0.92
348,0.02,0.031,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.058,0.069,0.026,0.94,0.93,0.967,0.88,0.83,0.92
349,0.02,0.031,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.058,0.069,0.026,0.94,0.93,0.967,0.88,0.83,0.92
350,0.02,0.031,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.057,0.069,0.026,0.94,0.93,0.967,0.88,0.83,0.92
351,0.02,0.03,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.057,0.069,0.026,0.94,0.93,0.967,0.88,0.83,0.92
352,0.019,0.03,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.057,0.069,0.026,0.94,0.93,0.967,0.88,0.83,0.92
353,0.019,0.03,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.057,0.068,0.026,0.94,0.93,0.967,0.88,0.83,0.92
354,0.019,0.03,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.057,0.068,0.026,0.94,0.933,0.967,0.88,0.84,0.92
355,0.019,0.03,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.057,0.068,0.026,0.94,0.933,0.967,0.88,0.84,0.92
356,0.019,0.03,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.057,0.068,0.026,0.94,0.933,0.967,0.88,0.84,0.92
357,0.019,0.03,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.057,0.068,0.026,0.94,0.933,0.967,0.88,0.84,0.92
358,0.019,0.029,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.057,0.068,0.026,0.94,0.933,0.967,0.88,0.84,0.92
359,0.019,0.029,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.057,0.068,0.026,0.94,0.933,0.967,0.88,0.84,0.92
360,0.019,0.029,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.057,0.068,0.025,0.94,0.933,0.967,0.88,0.84,0.92
361,0.019,0.029,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.057,0.068,0.025,0.94,0.933,0.967,0.88,0.84,0.92
362,0.019,0.029,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.057,0.067,0.025,0.94,0.933,0.967,0.88,0.84,0.92
363,0.019,0.029,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.057,0.067,0.025,0.94,0.933,0.967,0.88,0.84,0.92
364,0.019,0.029,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.057,0.067,0.025,0.94,0.933,0.967,0.88,0.84,0.92
365,0.019,0.029,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.057,0.067,0.025,0.94,0.933,0.967,0.88,0.84,0.92
366,0.019,0.028,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.057,0.067,0.025,0.94,0.933,0.967,0.88,0.84,0.92
367,0.019,0.028,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.056,0.067,0.025,0.94,0.933,0.967,0.88,0.84,0.92
368,0.019,0.028,0.001,1.0,1.0,1.0,1.0,1.0,1.0,0.056,0.067,0.025,0.94,0.933,0.967,0.88,0.84,0.92
