,MLP_Tran_loss,ANN_Tran_loss,Dual Q-Net_Tran_loss,MLP_Train_AAR,ANN_Train_AAR,Dual Q-Net_Train_AAR,MLP_Train_PAR,ANN_Train_PAR,Dual Q-Net_Train_PAR,MLP_Val_loss,ANN_Val_loss,Dual Q-Net_Val_loss,MLP_Val_AAR,ANN_Val_AAR,Dual Q-Net_Val_AAR,MLP_Val_PAR,ANN_Val_PAR,Dual Q-Net_Val_PAR
33,0.245,0.247,0.243,0.375,0.583,0.5,0.0,0.125,0.125,0.261,0.244,0.241,0.4,0.567,0.53,0.05,0.13,0.16
34,0.245,0.247,0.242,0.375,0.583,0.5,0.0,0.125,0.125,0.261,0.244,0.241,0.4,0.57,0.53,0.05,0.13,0.16
35,0.245,0.247,0.242,0.375,0.583,0.5,0.0,0.125,0.125,0.26,0.244,0.24,0.397,0.57,0.53,0.05,0.13,0.16
36,0.244,0.247,0.242,0.375,0.583,0.5,0.0,0.125,0.125,0.26,0.244,0.24,0.397,0.57,0.53,0.05,0.13,0.16
37,0.244,0.247,0.242,0.417,0.583,0.5,0.0,0.125,0.125,0.26,0.244,0.24,0.407,0.58,0.533,0.04,0.13,0.16
38,0.243,0.247,0.241,0.458,0.583,0.5,0.0,0.125,0.125,0.259,0.244,0.24,0.407,0.587,0.533,0.04,0.14,0.16
39,0.243,0.247,0.241,0.458,0.583,0.5,0.0,0.125,0.125,0.259,0.244,0.24,0.407,0.59,0.533,0.04,0.15,0.16
40,0.242,0.247,0.241,0.458,0.583,0.5,0.0,0.125,0.125,0.258,0.243,0.24,0.417,0.59,0.537,0.04,0.15,0.16
41,0.242,0.247,0.241,0.5,0.583,0.5,0.0,0.125,0.125,0.258,0.243,0.24,0.443,0.59,0.537,0.05,0.15,0.16
42,0.242,0.247,0.241,0.5,0.583,0.5,0.0,0.125,0.125,0.258,0.243,0.24,0.443,0.59,0.537,0.05,0.15,0.16
43,0.241,0.247,0.24,0.5,0.625,0.5,0.0,0.125,0.125,0.257,0.243,0.24,0.447,0.61,0.537,0.05,0.16,0.16
44,0.241,0.247,0.24,0.5,0.625,0.5,0.0,0.125,0.125,0.257,0.243,0.24,0.447,0.603,0.537,0.05,0.16,0.16
45,0.24,0.247,0.24,0.5,0.625,0.5,0.0,0.125,0.125,0.256,0.243,0.24,0.447,0.613,0.537,0.05,0.19,0.16
46,0.24,0.247,0.239,0.5,0.667,0.5,0.0,0.25,0.125,0.256,0.243,0.24,0.443,0.637,0.54,0.05,0.25,0.16
47,0.24,0.247,0.239,0.5,0.667,0.5,0.0,0.25,0.125,0.256,0.243,0.24,0.447,0.643,0.543,0.06,0.26,0.16
48,0.239,0.246,0.239,0.5,0.667,0.5,0.0,0.25,0.125,0.255,0.243,0.24,0.453,0.647,0.543,0.06,0.27,0.16
49,0.239,0.246,0.239,0.5,0.708,0.5,0.0,0.375,0.125,0.255,0.243,0.24,0.45,0.647,0.543,0.06,0.27,0.16
50,0.239,0.246,0.238,0.5,0.708,0.5,0.0,0.375,0.125,0.254,0.243,0.24,0.467,0.643,0.543,0.08,0.26,0.16
51,0.238,0.246,0.238,0.5,0.708,0.5,0.0,0.375,0.125,0.254,0.243,0.24,0.473,0.647,0.543,0.09,0.26,0.16
52,0.238,0.246,0.238,0.5,0.708,0.5,0.0,0.375,0.125,0.254,0.243,0.24,0.473,0.653,0.543,0.09,0.28,0.16
53,0.237,0.246,0.238,0.5,0.708,0.542,0.0,0.375,0.125,0.253,0.243,0.24,0.477,0.657,0.547,0.09,0.29,0.16
54,0.237,0.246,0.237,0.5,0.708,0.542,0.0,0.375,0.125,0.253,0.243,0.24,0.48,0.66,0.547,0.09,0.3,0.16
55,0.237,0.246,0.237,0.5,0.708,0.542,0.0,0.375,0.125,0.253,0.243,0.24,0.483,0.66,0.55,0.09,0.3,0.17
56,0.236,0.246,0.237,0.5,0.708,0.542,0.0,0.375,0.125,0.252,0.243,0.24,0.487,0.66,0.55,0.09,0.3,0.17
57,0.236,0.246,0.237,0.5,0.667,0.542,0.0,0.375,0.125,0.252,0.243,0.24,0.493,0.66,0.55,0.11,0.3,0.17
58,0.235,0.246,0.236,0.5,0.625,0.542,0.0,0.375,0.125,0.252,0.243,0.24,0.497,0.66,0.55,0.11,0.3,0.17
59,0.235,0.246,0.236,0.5,0.625,0.583,0.0,0.375,0.25,0.251,0.243,0.24,0.503,0.66,0.55,0.11,0.3,0.17
60,0.235,0.246,0.236,0.5,0.625,0.583,0.0,0.375,0.25,0.251,0.243,0.24,0.507,0.66,0.55,0.12,0.3,0.17
61,0.234,0.246,0.235,0.5,0.625,0.667,0.0,0.375,0.25,0.251,0.243,0.24,0.507,0.66,0.567,0.12,0.3,0.16
62,0.234,0.245,0.235,0.5,0.625,0.667,0.0,0.375,0.25,0.25,0.243,0.24,0.51,0.66,0.567,0.13,0.3,0.16
63,0.233,0.245,0.235,0.5,0.625,0.708,0.0,0.375,0.25,0.25,0.243,0.239,0.513,0.66,0.567,0.14,0.3,0.16
64,0.233,0.245,0.235,0.5,0.625,0.708,0.0,0.375,0.25,0.25,0.243,0.239,0.513,0.66,0.567,0.14,0.3,0.16
65,0.233,0.245,0.234,0.5,0.625,0.708,0.0,0.375,0.25,0.249,0.243,0.239,0.513,0.66,0.567,0.14,0.3,0.16
66,0.232,0.245,0.234,0.5,0.625,0.708,0.0,0.375,0.25,0.249,0.243,0.239,0.513,0.66,0.57,0.14,0.3,0.16
67,0.232,0.245,0.234,0.5,0.625,0.708,0.0,0.375,0.25,0.249,0.243,0.239,0.513,0.66,0.573,0.14,0.3,0.16
68,0.232,0.245,0.233,0.5,0.625,0.75,0.0,0.375,0.375,0.248,0.243,0.239,0.513,0.66,0.573,0.14,0.3,0.16
69,0.231,0.245,0.233,0.5,0.625,0.75,0.0,0.375,0.375,0.248,0.243,0.239,0.513,0.66,0.577,0.14,0.3,0.16
70,0.231,0.245,0.233,0.5,0.625,0.75,0.0,0.375,0.375,0.248,0.243,0.239,0.523,0.663,0.58,0.14,0.31,0.16
71,0.23,0.245,0.233,0.5,0.625,0.75,0.0,0.375,0.375,0.247,0.243,0.239,0.527,0.663,0.583,0.15,0.31,0.16
72,0.23,0.245,0.232,0.5,0.625,0.75,0.0,0.375,0.375,0.247,0.243,0.239,0.523,0.663,0.583,0.15,0.31,0.16
73,0.23,0.245,0.232,0.542,0.625,0.75,0.125,0.375,0.375,0.247,0.243,0.239,0.527,0.663,0.58,0.15,0.31,0.16
74,0.229,0.245,0.232,0.542,0.625,0.75,0.125,0.375,0.375,0.246,0.243,0.239,0.527,0.663,0.587,0.15,0.31,0.18
75,0.229,0.245,0.231,0.542,0.625,0.75,0.125,0.375,0.375,0.246,0.243,0.239,0.527,0.66,0.587,0.15,0.31,0.18
76,0.229,0.244,0.231,0.542,0.625,0.75,0.125,0.375,0.375,0.246,0.243,0.239,0.527,0.663,0.587,0.15,0.32,0.18
77,0.228,0.244,0.231,0.542,0.625,0.75,0.125,0.375,0.375,0.246,0.243,0.238,0.527,0.663,0.587,0.15,0.32,0.18
78,0.228,0.244,0.23,0.542,0.625,0.75,0.125,0.375,0.375,0.245,0.243,0.238,0.527,0.663,0.59,0.15,0.32,0.19
79,0.228,0.244,0.23,0.542,0.625,0.75,0.125,0.375,0.375,0.245,0.243,0.238,0.527,0.663,0.593,0.15,0.32,0.2
80,0.227,0.244,0.23,0.542,0.625,0.75,0.125,0.375,0.375,0.245,0.243,0.238,0.527,0.663,0.59,0.15,0.32,0.2
81,0.227,0.244,0.229,0.542,0.625,0.75,0.125,0.375,0.375,0.244,0.243,0.238,0.527,0.663,0.59,0.15,0.32,0.2
82,0.226,0.244,0.229,0.542,0.625,0.75,0.125,0.375,0.375,0.244,0.243,0.238,0.527,0.67,0.59,0.15,0.33,0.2
83,0.226,0.244,0.228,0.542,0.625,0.75,0.125,0.375,0.375,0.244,0.243,0.238,0.53,0.67,0.59,0.16,0.33,0.2
84,0.226,0.244,0.228,0.542,0.625,0.792,0.125,0.375,0.375,0.244,0.243,0.238,0.53,0.667,0.593,0.16,0.32,0.2
85,0.225,0.244,0.228,0.542,0.625,0.792,0.125,0.375,0.375,0.243,0.243,0.238,0.533,0.667,0.593,0.17,0.32,0.2
86,0.225,0.244,0.227,0.542,0.625,0.792,0.125,0.375,0.375,0.243,0.243,0.238,0.533,0.663,0.593,0.17,0.31,0.2
87,0.225,0.244,0.227,0.542,0.625,0.792,0.125,0.375,0.375,0.243,0.243,0.238,0.537,0.663,0.593,0.18,0.31,0.2
88,0.224,0.244,0.226,0.542,0.625,0.792,0.125,0.375,0.375,0.242,0.243,0.237,0.537,0.663,0.593,0.18,0.31,0.2
89,0.224,0.243,0.226,0.542,0.625,0.792,0.125,0.375,0.375,0.242,0.243,0.237,0.537,0.663,0.593,0.18,0.31,0.2
90,0.224,0.243,0.226,0.667,0.625,0.792,0.25,0.375,0.375,0.242,0.243,0.237,0.58,0.663,0.593,0.24,0.31,0.2
91,0.223,0.243,0.225,0.667,0.667,0.792,0.25,0.375,0.375,0.242,0.243,0.237,0.58,0.663,0.593,0.24,0.31,0.2
92,0.223,0.243,0.225,0.667,0.667,0.792,0.25,0.375,0.375,0.241,0.243,0.237,0.58,0.663,0.593,0.24,0.31,0.2
93,0.222,0.243,0.224,0.667,0.667,0.792,0.25,0.375,0.375,0.241,0.243,0.237,0.583,0.663,0.593,0.24,0.31,0.2
94,0.222,0.243,0.224,0.667,0.667,0.792,0.25,0.375,0.375,0.241,0.243,0.237,0.583,0.663,0.597,0.24,0.31,0.21
95,0.222,0.243,0.223,0.667,0.667,0.792,0.25,0.375,0.375,0.241,0.243,0.237,0.587,0.663,0.6,0.24,0.31,0.21
96,0.221,0.243,0.223,0.667,0.667,0.792,0.25,0.375,0.375,0.24,0.243,0.237,0.587,0.663,0.6,0.24,0.31,0.21
97,0.221,0.243,0.223,0.667,0.667,0.792,0.25,0.375,0.375,0.24,0.243,0.237,0.587,0.67,0.6,0.24,0.32,0.21
98,0.221,0.243,0.222,0.667,0.667,0.792,0.25,0.375,0.375,0.24,0.243,0.236,0.593,0.67,0.597,0.25,0.32,0.21
99,0.22,0.243,0.222,0.667,0.667,0.792,0.25,0.375,0.375,0.24,0.243,0.236,0.593,0.67,0.6,0.25,0.32,0.21
100,0.22,0.243,0.221,0.667,0.667,0.792,0.25,0.375,0.375,0.239,0.243,0.236,0.593,0.67,0.6,0.25,0.32,0.21
101,0.22,0.242,0.221,0.667,0.625,0.792,0.25,0.25,0.375,0.239,0.243,0.236,0.593,0.667,0.6,0.25,0.31,0.21
102,0.219,0.242,0.22,0.667,0.625,0.792,0.25,0.25,0.375,0.239,0.243,0.236,0.593,0.667,0.6,0.25,0.31,0.21
103,0.219,0.242,0.22,0.667,0.625,0.792,0.25,0.25,0.375,0.239,0.243,0.236,0.597,0.663,0.597,0.25,0.3,0.21
104,0.219,0.242,0.219,0.667,0.625,0.792,0.25,0.25,0.375,0.238,0.243,0.236,0.603,0.663,0.597,0.26,0.3,0.21
105,0.218,0.242,0.219,0.667,0.625,0.792,0.25,0.25,0.375,0.238,0.243,0.236,0.617,0.663,0.597,0.26,0.3,0.21
106,0.218,0.242,0.219,0.667,0.625,0.792,0.25,0.25,0.375,0.238,0.243,0.236,0.617,0.663,0.597,0.26,0.3,0.21
107,0.218,0.242,0.218,0.667,0.625,0.792,0.25,0.25,0.375,0.238,0.243,0.236,0.617,0.663,0.597,0.26,0.3,0.21
108,0.217,0.242,0.218,0.708,0.625,0.792,0.375,0.25,0.375,0.237,0.243,0.235,0.62,0.667,0.6,0.27,0.3,0.21
109,0.217,0.242,0.217,0.708,0.625,0.792,0.375,0.25,0.375,0.237,0.242,0.235,0.62,0.663,0.597,0.27,0.3,0.21
110,0.216,0.242,0.217,0.708,0.625,0.792,0.375,0.25,0.375,0.237,0.242,0.235,0.62,0.663,0.597,0.27,0.3,0.21
111,0.216,0.242,0.216,0.708,0.625,0.792,0.375,0.25,0.375,0.237,0.242,0.235,0.623,0.663,0.597,0.27,0.3,0.21
112,0.216,0.241,0.216,0.708,0.625,0.792,0.375,0.25,0.375,0.236,0.242,0.235,0.623,0.663,0.597,0.27,0.3,0.21
113,0.215,0.241,0.215,0.708,0.625,0.792,0.375,0.25,0.375,0.236,0.242,0.235,0.63,0.673,0.597,0.28,0.3,0.21
114,0.215,0.241,0.215,0.708,0.625,0.792,0.375,0.25,0.375,0.236,0.242,0.235,0.63,0.673,0.597,0.28,0.3,0.21
115,0.215,0.241,0.215,0.75,0.625,0.792,0.5,0.25,0.375,0.236,0.242,0.235,0.633,0.67,0.597,0.29,0.29,0.21
116,0.214,0.241,0.214,0.75,0.667,0.792,0.5,0.375,0.375,0.235,0.242,0.234,0.633,0.673,0.6,0.29,0.3,0.21
117,0.214,0.241,0.214,0.75,0.667,0.792,0.5,0.375,0.375,0.235,0.242,0.234,0.633,0.673,0.6,0.29,0.3,0.21
118,0.214,0.241,0.213,0.75,0.667,0.792,0.5,0.375,0.375,0.235,0.242,0.234,0.64,0.673,0.603,0.3,0.3,0.22
119,0.213,0.241,0.213,0.75,0.667,0.792,0.5,0.375,0.375,0.235,0.242,0.234,0.64,0.673,0.607,0.3,0.29,0.22
120,0.213,0.241,0.212,0.75,0.667,0.792,0.5,0.375,0.375,0.234,0.242,0.234,0.64,0.673,0.607,0.3,0.28,0.22
121,0.213,0.241,0.212,0.75,0.667,0.792,0.5,0.375,0.375,0.234,0.242,0.234,0.643,0.673,0.607,0.3,0.28,0.22
122,0.212,0.241,0.211,0.75,0.667,0.792,0.5,0.375,0.375,0.234,0.242,0.234,0.643,0.673,0.607,0.3,0.28,0.22
123,0.212,0.24,0.211,0.75,0.667,0.792,0.5,0.375,0.375,0.234,0.242,0.233,0.647,0.673,0.61,0.3,0.28,0.22
124,0.212,0.24,0.211,0.75,0.667,0.792,0.5,0.375,0.375,0.233,0.242,0.233,0.65,0.677,0.61,0.31,0.29,0.22
125,0.211,0.24,0.21,0.75,0.667,0.792,0.5,0.375,0.375,0.233,0.242,0.233,0.653,0.677,0.61,0.31,0.29,0.22
126,0.211,0.24,0.21,0.75,0.667,0.792,0.5,0.375,0.375,0.233,0.242,0.233,0.65,0.677,0.613,0.31,0.29,0.22
127,0.211,0.24,0.209,0.75,0.667,0.792,0.5,0.375,0.375,0.233,0.242,0.233,0.65,0.68,0.613,0.31,0.29,0.22
128,0.21,0.24,0.209,0.75,0.667,0.792,0.5,0.375,0.375,0.232,0.242,0.233,0.65,0.683,0.617,0.31,0.3,0.23
129,0.21,0.24,0.208,0.75,0.667,0.792,0.5,0.375,0.375,0.232,0.242,0.233,0.65,0.683,0.617,0.31,0.3,0.23
130,0.21,0.24,0.208,0.75,0.667,0.792,0.5,0.375,0.375,0.232,0.242,0.233,0.65,0.68,0.617,0.31,0.3,0.23
131,0.209,0.24,0.207,0.75,0.667,0.792,0.5,0.375,0.375,0.232,0.242,0.232,0.65,0.68,0.613,0.31,0.3,0.22
132,0.209,0.24,0.207,0.75,0.667,0.792,0.5,0.375,0.375,0.232,0.242,0.232,0.653,0.68,0.613,0.31,0.3,0.22
133,0.209,0.239,0.206,0.75,0.667,0.792,0.5,0.375,0.375,0.231,0.242,0.232,0.67,0.68,0.62,0.35,0.3,0.23
134,0.208,0.239,0.206,0.75,0.667,0.792,0.5,0.375,0.375,0.231,0.242,0.232,0.673,0.68,0.62,0.35,0.3,0.23
135,0.208,0.239,0.206,0.792,0.667,0.792,0.5,0.375,0.375,0.231,0.242,0.232,0.68,0.683,0.62,0.36,0.3,0.23
136,0.208,0.239,0.205,0.792,0.667,0.792,0.5,0.375,0.375,0.231,0.242,0.232,0.687,0.683,0.62,0.37,0.3,0.23
137,0.207,0.239,0.205,0.792,0.667,0.792,0.5,0.375,0.375,0.23,0.242,0.232,0.683,0.687,0.623,0.37,0.3,0.23
138,0.207,0.239,0.204,0.792,0.667,0.792,0.5,0.375,0.375,0.23,0.242,0.231,0.683,0.687,0.623,0.37,0.3,0.23
139,0.207,0.239,0.204,0.792,0.667,0.792,0.5,0.375,0.375,0.23,0.242,0.231,0.683,0.687,0.623,0.37,0.3,0.23
140,0.206,0.239,0.203,0.792,0.708,0.792,0.5,0.375,0.375,0.23,0.242,0.231,0.683,0.683,0.623,0.37,0.3,0.23
141,0.206,0.239,0.203,0.792,0.708,0.792,0.5,0.375,0.375,0.229,0.242,0.231,0.68,0.687,0.623,0.37,0.3,0.23
142,0.206,0.239,0.202,0.792,0.708,0.792,0.5,0.375,0.375,0.229,0.242,0.231,0.68,0.683,0.637,0.37,0.29,0.26
143,0.205,0.238,0.202,0.792,0.708,0.792,0.5,0.375,0.375,0.229,0.242,0.231,0.68,0.683,0.643,0.37,0.29,0.27
144,0.205,0.238,0.201,0.792,0.708,0.792,0.5,0.375,0.375,0.229,0.242,0.231,0.68,0.683,0.643,0.37,0.29,0.27
145,0.205,0.238,0.201,0.792,0.708,0.792,0.5,0.375,0.375,0.229,0.242,0.23,0.683,0.683,0.64,0.38,0.29,0.27
146,0.204,0.238,0.201,0.792,0.708,0.792,0.5,0.375,0.375,0.228,0.242,0.23,0.683,0.683,0.633,0.38,0.29,0.27
147,0.204,0.238,0.2,0.792,0.708,0.792,0.5,0.375,0.375,0.228,0.242,0.23,0.683,0.683,0.633,0.38,0.29,0.27
148,0.204,0.238,0.2,0.792,0.708,0.792,0.5,0.375,0.375,0.228,0.242,0.23,0.683,0.683,0.633,0.38,0.29,0.27
149,0.203,0.238,0.199,0.792,0.708,0.792,0.5,0.375,0.375,0.228,0.242,0.23,0.683,0.683,0.633,0.38,0.29,0.27
150,0.203,0.238,0.199,0.792,0.708,0.875,0.5,0.375,0.625,0.228,0.242,0.23,0.683,0.683,0.64,0.38,0.29,0.29
151,0.203,0.238,0.198,0.792,0.708,0.875,0.5,0.375,0.625,0.227,0.242,0.23,0.683,0.683,0.64,0.38,0.29,0.29
152,0.203,0.237,0.198,0.792,0.708,0.875,0.5,0.375,0.625,0.227,0.242,0.229,0.683,0.683,0.643,0.38,0.29,0.3
153,0.202,0.237,0.197,0.792,0.708,0.875,0.5,0.375,0.625,0.227,0.242,0.229,0.683,0.68,0.643,0.38,0.29,0.3
154,0.202,0.237,0.197,0.792,0.708,0.875,0.5,0.375,0.625,0.227,0.242,0.229,0.683,0.687,0.643,0.38,0.3,0.3
155,0.202,0.237,0.196,0.792,0.708,0.875,0.5,0.375,0.625,0.226,0.242,0.229,0.683,0.687,0.643,0.38,0.3,0.3
156,0.201,0.237,0.196,0.792,0.708,0.875,0.5,0.375,0.625,0.226,0.242,0.229,0.683,0.687,0.643,0.38,0.3,0.3
157,0.201,0.237,0.196,0.833,0.708,0.875,0.5,0.375,0.625,0.226,0.241,0.229,0.683,0.687,0.643,0.38,0.3,0.3
158,0.201,0.237,0.195,0.833,0.708,0.875,0.5,0.375,0.625,0.226,0.241,0.229,0.687,0.687,0.643,0.39,0.3,0.3
159,0.2,0.237,0.195,0.833,0.708,0.875,0.5,0.375,0.625,0.226,0.241,0.228,0.687,0.687,0.643,0.39,0.3,0.3
160,0.2,0.237,0.194,0.833,0.708,0.875,0.5,0.375,0.625,0.225,0.241,0.228,0.687,0.687,0.643,0.39,0.3,0.3
161,0.2,0.236,0.194,0.833,0.75,0.875,0.5,0.5,0.625,0.225,0.241,0.228,0.687,0.693,0.643,0.39,0.31,0.3
162,0.199,0.236,0.193,0.833,0.75,0.875,0.5,0.5,0.625,0.225,0.241,0.228,0.69,0.697,0.643,0.39,0.32,0.3
163,0.199,0.236,0.193,0.833,0.792,0.875,0.5,0.5,0.625,0.225,0.241,0.228,0.693,0.693,0.643,0.39,0.32,0.3
164,0.199,0.236,0.192,0.833,0.792,0.875,0.5,0.5,0.625,0.225,0.241,0.228,0.693,0.693,0.643,0.39,0.32,0.3
165,0.198,0.236,0.192,0.833,0.792,0.875,0.5,0.5,0.625,0.224,0.241,0.227,0.693,0.693,0.643,0.39,0.32,0.3
166,0.198,0.236,0.192,0.833,0.792,0.875,0.5,0.5,0.625,0.224,0.241,0.227,0.697,0.693,0.643,0.4,0.32,0.3
167,0.198,0.236,0.191,0.833,0.792,0.875,0.5,0.5,0.625,0.224,0.241,0.227,0.697,0.693,0.643,0.4,0.32,0.3
168,0.198,0.236,0.191,0.833,0.792,0.875,0.5,0.5,0.625,0.224,0.241,0.227,0.697,0.693,0.643,0.4,0.32,0.3
169,0.197,0.236,0.19,0.833,0.792,0.875,0.5,0.5,0.625,0.224,0.241,0.227,0.697,0.697,0.643,0.4,0.32,0.3
170,0.197,0.235,0.19,0.833,0.792,0.875,0.5,0.5,0.625,0.223,0.241,0.226,0.697,0.697,0.643,0.4,0.32,0.3
171,0.197,0.235,0.189,0.833,0.792,0.875,0.5,0.5,0.625,0.223,0.241,0.226,0.697,0.697,0.643,0.4,0.32,0.3
172,0.196,0.235,0.189,0.833,0.792,0.875,0.5,0.5,0.625,0.223,0.241,0.226,0.697,0.697,0.643,0.4,0.32,0.3
173,0.196,0.235,0.188,0.833,0.792,0.875,0.5,0.5,0.625,0.223,0.241,0.226,0.697,0.697,0.643,0.4,0.32,0.3
174,0.196,0.235,0.188,0.833,0.792,0.875,0.5,0.5,0.625,0.223,0.241,0.226,0.697,0.697,0.643,0.4,0.32,0.3
175,0.195,0.235,0.187,0.833,0.792,0.875,0.5,0.5,0.625,0.222,0.241,0.226,0.697,0.697,0.647,0.4,0.32,0.31
176,0.195,0.235,0.187,0.833,0.792,0.875,0.5,0.5,0.625,0.222,0.241,0.225,0.697,0.697,0.647,0.4,0.32,0.31
177,0.195,0.235,0.187,0.833,0.792,0.875,0.5,0.5,0.625,0.222,0.241,0.225,0.697,0.697,0.647,0.4,0.32,0.31
178,0.194,0.234,0.186,0.833,0.792,0.875,0.5,0.5,0.625,0.222,0.241,0.225,0.7,0.693,0.647,0.4,0.31,0.31
179,0.194,0.234,0.186,0.833,0.792,0.875,0.5,0.5,0.625,0.222,0.241,0.225,0.7,0.693,0.647,0.4,0.31,0.31
180,0.194,0.234,0.185,0.833,0.792,0.875,0.5,0.5,0.625,0.221,0.241,0.225,0.703,0.697,0.65,0.41,0.32,0.31
181,0.194,0.234,0.185,0.833,0.792,0.875,0.5,0.5,0.625,0.221,0.241,0.225,0.703,0.697,0.65,0.41,0.32,0.31
182,0.193,0.234,0.184,0.833,0.792,0.917,0.5,0.5,0.75,0.221,0.241,0.224,0.703,0.697,0.67,0.41,0.32,0.37
