sample,dina_aar,gdina_aar,npc_aar,gnpc_aar,mlp_aar,ann_aar,qnet_aar
100.0,0.9529,0.9601,0.9398,0.9379000000000002,0.9773,0.9776,0.9868999999999998
200.0,0.9610999999999998,0.9720000000000001,0.9437999999999999,0.9461,0.968,0.9736999999999998,0.9826
300.0,0.9619,0.9824999999999999,0.9402000000000001,0.9414999999999999,0.9692000000000001,0.9725999999999999,0.9849
500.0,0.9610000000000001,1.0,0.9436,0.933,0.9692000000000001,0.9766,0.9831999999999999
